"years","TotalHIVtests_baseline","TotalHIVtests_2025","TotalHIVtests_2030","TotalHIVtests_2035","TotalHIVtests_2040","TotalHIVtests_2045","TotalHIVtests_2050","TotalHIVtests_2055","TotalHIVtests_2060","TotalHIVtests_2065","TotalNewHIV_baseline","TotalNewHIV_2025","TotalNewHIV_2030","TotalNewHIV_2035","TotalNewHIV_2040","TotalNewHIV_2045","TotalNewHIV_2050","TotalNewHIV_2055","TotalNewHIV_2060","TotalNewHIV_2065","LYlostAIDS_baseline","LYlostAIDS_2025","LYlostAIDS_2030","LYlostAIDS_2035","LYlostAIDS_2040","LYlostAIDS_2045","LYlostAIDS_2050","LYlostAIDS_2055","LYlostAIDS_2060","LYlostAIDS_2065","AIDSdeathsAdultM_baseline","AIDSdeathsAdultM_2025","AIDSdeathsAdultM_2030","AIDSdeathsAdultM_2035","AIDSdeathsAdultM_2040","AIDSdeathsAdultM_2045","AIDSdeathsAdultM_2050","AIDSdeathsAdultM_2055","AIDSdeathsAdultM_2060","AIDSdeathsAdultM_2065","AIDSdeathsAdultF_baseline","AIDSdeathsAdultF_2025","AIDSdeathsAdultF_2030","AIDSdeathsAdultF_2035","AIDSdeathsAdultF_2040","AIDSdeathsAdultF_2045","AIDSdeathsAdultF_2050","AIDSdeathsAdultF_2055","AIDSdeathsAdultF_2060","AIDSdeathsAdultF_2065","DiagnosedHIV_M_baseline","DiagnosedHIV_M_2025","DiagnosedHIV_M_2030","DiagnosedHIV_M_2035","DiagnosedHIV_M_2040","DiagnosedHIV_M_2045","DiagnosedHIV_M_2050","DiagnosedHIV_M_2055","DiagnosedHIV_M_2060","DiagnosedHIV_M_2065","DiagnosedHIV_F_baseline","DiagnosedHIV_F_2025","DiagnosedHIV_F_2030","DiagnosedHIV_F_2035","DiagnosedHIV_F_2040","DiagnosedHIV_F_2045","DiagnosedHIV_F_2050","DiagnosedHIV_F_2055","DiagnosedHIV_F_2060","DiagnosedHIV_F_2065","Number1stHIVtestsPos_baseline","Number1stHIVtestsPos_2025","Number1stHIVtestsPos_2030","Number1stHIVtestsPos_2035","Number1stHIVtestsPos_2040","Number1stHIVtestsPos_2045","Number1stHIVtestsPos_2050","Number1stHIVtestsPos_2055","Number1stHIVtestsPos_2060","Number1stHIVtestsPos_2065","StartingARTtot_baseline","StartingARTtot_2025","StartingARTtot_2030","StartingARTtot_2035","StartingARTtot_2040","StartingARTtot_2045","StartingARTtot_2050","StartingARTtot_2055","StartingARTtot_2060","StartingARTtot_2065","Prop1stHIVtestsPos_baseline","Prop1stHIVtestsPos_2025","Prop1stHIVtestsPos_2030","Prop1stHIVtestsPos_2035","Prop1stHIVtestsPos_2040","Prop1stHIVtestsPos_2045","Prop1stHIVtestsPos_2050","Prop1stHIVtestsPos_2055","Prop1stHIVtestsPos_2060","Prop1stHIVtestsPos_2065","NewDiagnosesPregnancy_baseline","NewDiagnosesPregnancy_2025","NewDiagnosesPregnancy_2030","NewDiagnosesPregnancy_2035","NewDiagnosesPregnancy_2040","NewDiagnosesPregnancy_2045","NewDiagnosesPregnancy_2050","NewDiagnosesPregnancy_2055","NewDiagnosesPregnancy_2060","NewDiagnosesPregnancy_2065","TotalART15F_baseline","TotalART15F_2025","TotalART15F_2030","TotalART15F_2035","TotalART15F_2040","TotalART15F_2045","TotalART15F_2050","TotalART15F_2055","TotalART15F_2060","TotalART15F_2065","TotalART15M_baseline","TotalART15M_2025","TotalART15M_2030","TotalART15M_2035","TotalART15M_2040","TotalART15M_2045","TotalART15M_2050","TotalART15M_2055","TotalART15M_2060","TotalART15M_2065","RediagnosesPregnancy_baseline","RediagnosesPregnancy_2025","RediagnosesPregnancy_2030","RediagnosesPregnancy_2035","RediagnosesPregnancy_2040","RediagnosesPregnancy_2045","RediagnosesPregnancy_2050","RediagnosesPregnancy_2055","RediagnosesPregnancy_2060","RediagnosesPregnancy_2065","TotANCtests_baseline","TotANCtests_2025","TotANCtests_2030","TotANCtests_2035","TotANCtests_2040","TotANCtests_2045","TotANCtests_2050","TotANCtests_2055","TotANCtests_2060","TotANCtests_2065","TotalAIDSdeathsAdult_baseline","TotalAIDSdeathsAdult_2025","TotalAIDSdeathsAdult_2030","TotalAIDSdeathsAdult_2035","TotalAIDSdeathsAdult_2040","TotalAIDSdeathsAdult_2045","TotalAIDSdeathsAdult_2050","TotalAIDSdeathsAdult_2055","TotalAIDSdeathsAdult_2060","TotalAIDSdeathsAdult_2065","TotalARTAdult_baseline","TotalARTAdult_2025","TotalARTAdult_2030","TotalARTAdult_2035","TotalARTAdult_2040","TotalARTAdult_2045","TotalARTAdult_2050","TotalARTAdult_2055","TotalARTAdult_2060","TotalARTAdult_2065","TotalDiagnosedHIV_baseline","TotalDiagnosedHIV_2025","TotalDiagnosedHIV_2030","TotalDiagnosedHIV_2035","TotalDiagnosedHIV_2040","TotalDiagnosedHIV_2045","TotalDiagnosedHIV_2050","TotalDiagnosedHIV_2055","TotalDiagnosedHIV_2060","TotalDiagnosedHIV_2065","ANCTestPositivity_baseline","ANCTestPositivity_2025","ANCTestPositivity_2030","ANCTestPositivity_2035","ANCTestPositivity_2040","ANCTestPositivity_2045","ANCTestPositivity_2050","ANCTestPositivity_2055","ANCTestPositivity_2060","ANCTestPositivity_2065","ARTinitiationRatio_baseline","ARTinitiationRatio_2025","ARTinitiationRatio_2030","ARTinitiationRatio_2035","ARTinitiationRatio_2040","ARTinitiationRatio_2045","ARTinitiationRatio_2050","ARTinitiationRatio_2055","ARTinitiationRatio_2060","ARTinitiationRatio_2065","TotalARTRatio_baseline","TotalARTRatio_2025","TotalARTRatio_2030","TotalARTRatio_2035","TotalARTRatio_2040","TotalARTRatio_2045","TotalARTRatio_2050","TotalARTRatio_2055","TotalARTRatio_2060","TotalARTRatio_2065","TotalTestPositivity_baseline","TotalTestPositivity_2025","TotalTestPositivity_2030","TotalTestPositivity_2035","TotalTestPositivity_2040","TotalTestPositivity_2045","TotalTestPositivity_2050","TotalTestPositivity_2055","TotalTestPositivity_2060","TotalTestPositivity_2065"
2028,18196950,3656685,18196950,18196950,18196950,18196950,18196950,18196950,18196900,18196850,157842,175291.5,1644245,23490.7,21402.8,2653145,5261210,158360.5,170093,0.008920855,1644245,175291.5,1644245,23490.7,21402.8,2653145,5261210,158360.5,170093,0.008920855,23490.7,175291.5,1644245,23490.7,21402.8,2653145,5261210,158360.5,170093,0.008920855,21402.8,175291.5,1644245,23490.7,21402.8,2653145,5261210,158360.5,170093,0.008920855,2653145,175291.5,1644245,23490.7,21402.8,2653145,5261210,158360.5,170093,0.008920855,5261205,175291.5,1644245,23490.7,21402.8,2653145,5261210,158360.5,170093,0.008920855,158360,175291.5,1644245,23490.7,21402.8,2653145,5261210,158360.5,170093,0.008920855,170092,175291.5,1644245,23490.7,21402.8,2653145,5261210,158360.5,170093,0.008920855,0.00892076,175291.5,1644245,23490.7,21402.8,2653145,5261210,158360.5,170093,0.008920855,14164.25,175291.5,1644245,23490.7,21402.8,2653145,5261210,158360.5,170093,0.008920855,4303035,175291.5,1644245,23490.7,21402.8,2653145,5261210,158360.5,170093,0.008920855,1883730,175291.5,1644245,23490.7,21402.8,2653145,5261210,158360.5,170093,0.008920855,39015.5,175291.5,1644245,23490.7,21402.8,2653145,5261210,158360.5,170093,0.008920855,1789100,175291.5,1644245,23490.7,21402.8,2653145,5261210,158360.5,170093,0.008920855,44893.5,350583,3288490,46981.4,42805.6,5306290,10522420,316721,340186,0.01784171,6186765,350583,3288490,46981.4,42805.6,5306290,10522420,316721,340186,0.01784171,7914350,350583,3288490,46981.4,42805.6,5306290,10522420,316721,340186,0.01784171,0.791696942596836,100,100,100,100,100,100,100,100,100,1.07408436473857,1,1,1,1,1,1,1,1,1,0.781714859716843,1,1,1,1,1,1,1,1,1,0.870255729668983,4.79372710528799,9.0358274326192,0.129091413670972,0.117617512824951,14.5801631592107,28.9125924948961,0.870258477382199,0.934736136374877,4.90241717659925e-08
2029,18503550,3757815,18503500,18503500,18503500,18503500,18503500,18503500,18503500,18503400,153282,175504,1606595,23258.75,21483.4,2658305,5318020,153435.5,163013.5,0.008501725,1606590,175504,1606595,23258.75,21483.4,2658305,5318020,153435.5,163013.5,0.008501725,23258.7,175504,1606595,23258.75,21483.4,2658305,5318020,153435.5,163013.5,0.008501725,21483.4,175504,1606595,23258.75,21483.4,2658305,5318020,153435.5,163013.5,0.008501725,2658305,175504,1606595,23258.75,21483.4,2658305,5318020,153435.5,163013.5,0.008501725,5318015,175504,1606595,23258.75,21483.4,2658305,5318020,153435.5,163013.5,0.008501725,153435.5,175504,1606595,23258.75,21483.4,2658305,5318020,153435.5,163013.5,0.008501725,163013,175504,1606595,23258.75,21483.4,2658305,5318020,153435.5,163013.5,0.008501725,0.008501635,175504,1606595,23258.75,21483.4,2658305,5318020,153435.5,163013.5,0.008501725,13599.35,175504,1606595,23258.75,21483.4,2658305,5318020,153435.5,163013.5,0.008501725,4355485,175504,1606595,23258.75,21483.4,2658305,5318020,153435.5,163013.5,0.008501725,1893080,175504,1606595,23258.75,21483.4,2658305,5318020,153435.5,163013.5,0.008501725,37308.25,175504,1606595,23258.75,21483.4,2658305,5318020,153435.5,163013.5,0.008501725,1805060,175504,1606595,23258.75,21483.4,2658305,5318020,153435.5,163013.5,0.008501725,44742.1,351008,3213190,46517.5,42966.8,5316610,10636040,306871,326027,0.01700345,6248565,351008,3213190,46517.5,42966.8,5316610,10636040,306871,326027,0.01700345,7976320,351008,3213190,46517.5,42966.8,5316610,10636040,306871,326027,0.01700345,0.753401548978981,100,100,100,100,100,100,100,100,100,1.06242036556077,1,1,1,1,1,1,1,1,1,0.783389457795073,1,1,1,1,1,1,1,1,1,0.829221960110357,4.67037360806745,8.68265463290729,0.125699192044748,0.116104520766342,14.3664982300646,28.7406166400951,0.829224200826871,0.880987380765801,4.59468259887372e-08
2030,18805350,3847940,3796230,18805350,18805350,18805350,18805350,18805350,18805300,18805250,148645,175392.5,1581510,23070.9,21571.1,2658930,5368240,148639.5,156797,0.0081052,1571910,175392.5,1581510,23070.9,21571.1,2658930,5368240,148639.5,156797,0.0081052,23070.9,175392.5,1581510,23070.9,21571.1,2658930,5368240,148639.5,156797,0.0081052,21571.05,175392.5,1581510,23070.9,21571.1,2658930,5368240,148639.5,156797,0.0081052,2658930,175392.5,1581510,23070.9,21571.1,2658930,5368240,148639.5,156797,0.0081052,5368235,175392.5,1581510,23070.9,21571.1,2658930,5368240,148639.5,156797,0.0081052,148639,175392.5,1581510,23070.9,21571.1,2658930,5368240,148639.5,156797,0.0081052,156796.5,175392.5,1581510,23070.9,21571.1,2658930,5368240,148639.5,156797,0.0081052,0.00810512,175392.5,1581510,23070.9,21571.1,2658930,5368240,148639.5,156797,0.0081052,13028.5,175392.5,1581510,23070.9,21571.1,2658930,5368240,148639.5,156797,0.0081052,4401950,175392.5,1581510,23070.9,21571.1,2658930,5368240,148639.5,156797,0.0081052,1898080,175392.5,1581510,23070.9,21571.1,2658930,5368240,148639.5,156797,0.0081052,35674,175392.5,1581510,23070.9,21571.1,2658930,5368240,148639.5,156797,0.0081052,1821265,175392.5,1581510,23070.9,21571.1,2658930,5368240,148639.5,156797,0.0081052,44641.95,350785,3163020,46141.8,43142.2,5317860,10736480,297279,313594,0.0162104,6300030,350785,3163020,46141.8,43142.2,5317860,10736480,297279,313594,0.0162104,8027165,350785,3163020,46141.8,43142.2,5317860,10736480,297279,313594,0.0162104,0.715354437712249,100,100,100,100,100,100,100,100,100,1.05488128956734,1,1,1,1,1,1,1,1,1,0.784838731980718,1,1,1,1,1,1,1,1,1,0.790408048773354,4.55808822382885,41.6600153309994,0.122682640844228,0.114707250862122,14.1392210195503,28.5463445242976,0.790410707591191,0.83379153749209,4.31007298493772e-08
2031,19100750,3927455,3874885,19100750,19100750,19100750,19100750,19100700,19100700,19100650,143967,174918.5,1596200,22911.8,21658.65,2655735,5412330,143925.5,151143.5,0.007728235,1539180,174918.5,1596200,22911.8,21658.65,2655735,5412330,143925.5,151143.5,0.007728235,22911.75,174918.5,1596200,22911.8,21658.65,2655735,5412330,143925.5,151143.5,0.007728235,21658.6,174918.5,1596200,22911.8,21658.65,2655735,5412330,143925.5,151143.5,0.007728235,2655735,174918.5,1596200,22911.8,21658.65,2655735,5412330,143925.5,151143.5,0.007728235,5412330,174918.5,1596200,22911.8,21658.65,2655735,5412330,143925.5,151143.5,0.007728235,143925,174918.5,1596200,22911.8,21658.65,2655735,5412330,143925.5,151143.5,0.007728235,151143,174918.5,1596200,22911.8,21658.65,2655735,5412330,143925.5,151143.5,0.007728235,0.00772816,174918.5,1596200,22911.8,21658.65,2655735,5412330,143925.5,151143.5,0.007728235,12456.45,174918.5,1596200,22911.8,21658.65,2655735,5412330,143925.5,151143.5,0.007728235,4443050,174918.5,1596200,22911.8,21658.65,2655735,5412330,143925.5,151143.5,0.007728235,1899545,174918.5,1596200,22911.8,21658.65,2655735,5412330,143925.5,151143.5,0.007728235,34106.3,174918.5,1596200,22911.8,21658.65,2655735,5412330,143925.5,151143.5,0.007728235,1837650,174918.5,1596200,22911.8,21658.65,2655735,5412330,143925.5,151143.5,0.007728235,44570.35,349837,3192400,45823.6,43317.3,5311470,10824660,287851,302287,0.01545647,6342595,349837,3192400,45823.6,43317.3,5311470,10824660,287851,302287,0.01545647,8068065,349837,3192400,45823.6,43317.3,5311470,10824660,287851,302287,0.01545647,0.677846706391315,100,100,100,100,100,100,100,100,100,1.0501511203752,1,1,1,1,1,1,1,1,1,0.786135833065301,1,1,1,1,1,1,1,1,1,0.753504443542793,4.45373658004993,41.193480580714,0.119952357891706,0.113391620747876,13.903825766004,28.3356936245959,0.753509033700336,0.791298224672394,4.04605864198339e-08
2032,19385450,3997640,3961950,19385450,19385450,19385450,19385450,19385400,19385400,19385350,139260,174056,1626270,22765.75,21738.5,2648570,5449935,139259.5,145841,0.00736939,1507570,174056,1626270,22765.75,21738.5,2648570,5449935,139259.5,145841,0.00736939,22765.75,174056,1626270,22765.75,21738.5,2648570,5449935,139259.5,145841,0.00736939,21738.45,174056,1626270,22765.75,21738.5,2648570,5449935,139259.5,145841,0.00736939,2648570,174056,1626270,22765.75,21738.5,2648570,5449935,139259.5,145841,0.00736939,5449930,174056,1626270,22765.75,21738.5,2648570,5449935,139259.5,145841,0.00736939,139259.5,174056,1626270,22765.75,21738.5,2648570,5449935,139259.5,145841,0.00736939,145840.5,174056,1626270,22765.75,21738.5,2648570,5449935,139259.5,145841,0.00736939,0.00736932,174056,1626270,22765.75,21738.5,2648570,5449935,139259.5,145841,0.00736939,11888,174056,1626270,22765.75,21738.5,2648570,5449935,139259.5,145841,0.00736939,4478625,174056,1626270,22765.75,21738.5,2648570,5449935,139259.5,145841,0.00736939,1897590,174056,1626270,22765.75,21738.5,2648570,5449935,139259.5,145841,0.00736939,32602.85,174056,1626270,22765.75,21738.5,2648570,5449935,139259.5,145841,0.00736939,1854110,174056,1626270,22765.75,21738.5,2648570,5449935,139259.5,145841,0.00736939,44504.2,348112,3252540,45531.5,43477,5297140,10899870,278519,291682,0.01473878,6376215,348112,3252540,45531.5,43477,5297140,10899870,278519,291682,0.01473878,8098500,348112,3252540,45531.5,43477,5297140,10899870,278519,291682,0.01473878,0.64117015711042,100,100,100,100,100,100,100,100,100,1.04725709915661,1,1,1,1,1,1,1,1,1,0.787332839414706,1,1,1,1,1,1,1,1,1,0.718371252666304,4.35396884161655,41.0472116003483,0.117437304782711,0.112138227381877,13.6626696826744,28.1135336038111,0.71837310553303,0.752323913873327,3.80152537870093e-08
2033,19659550,4059215,4039760,19659550,19659550,19659550,19659550,19659550,19659550,19659450,134557,172834.5,1675695,22625.4,21808.05,2637980,5481405,134637,140781,0.00702699,1476510,172834.5,1675695,22625.4,21808.05,2637980,5481405,134637,140781,0.00702699,22625.4,172834.5,1675695,22625.4,21808.05,2637980,5481405,134637,140781,0.00702699,21808.05,172834.5,1675695,22625.4,21808.05,2637980,5481405,134637,140781,0.00702699,2637980,172834.5,1675695,22625.4,21808.05,2637980,5481405,134637,140781,0.00702699,5481405,172834.5,1675695,22625.4,21808.05,2637980,5481405,134637,140781,0.00702699,134637,172834.5,1675695,22625.4,21808.05,2637980,5481405,134637,140781,0.00702699,140781,172834.5,1675695,22625.4,21808.05,2637980,5481405,134637,140781,0.00702699,0.007026925,172834.5,1675695,22625.4,21808.05,2637980,5481405,134637,140781,0.00702699,11326.8,172834.5,1675695,22625.4,21808.05,2637980,5481405,134637,140781,0.00702699,4509005,172834.5,1675695,22625.4,21808.05,2637980,5481405,134637,140781,0.00702699,1892730,172834.5,1675695,22625.4,21808.05,2637980,5481405,134637,140781,0.00702699,31160.75,172834.5,1675695,22625.4,21808.05,2637980,5481405,134637,140781,0.00702699,1870655,172834.5,1675695,22625.4,21808.05,2637980,5481405,134637,140781,0.00702699,44433.45,345669,3351390,45250.8,43616.1,5275960,10962810,269274,281562,0.01405398,6401735,345669,3351390,45250.8,43616.1,5275960,10962810,269274,281562,0.01405398,8119385,345669,3351390,45250.8,43616.1,5275960,10962810,269274,281562,0.01405398,0.605499143348185,100,100,100,100,100,100,100,100,100,1.04563381537022,1,1,1,1,1,1,1,1,1,0.788450726255745,1,1,1,1,1,1,1,1,1,0.684842735464444,4.25783063966801,41.4800631720696,0.115086052325714,0.110928530917544,13.4183132370782,27.8816402206561,0.684842735464444,0.716094722412263,3.57435737011971e-08
2034,19924100,4114700,4109720,19924100,19924100,19924100,19924100,19924100,19924050,19924000,129907,171319.5,1708050,22482.75,21863.75,2624125,5506765,130060.5,135882,0.006699535,1445580,171319.5,1708050,22482.75,21863.75,2624125,5506765,130060.5,135882,0.006699535,22482.75,171319.5,1708050,22482.75,21863.75,2624125,5506765,130060.5,135882,0.006699535,21863.7,171319.5,1708050,22482.75,21863.75,2624125,5506765,130060.5,135882,0.006699535,2624125,171319.5,1708050,22482.75,21863.75,2624125,5506765,130060.5,135882,0.006699535,5506765,171319.5,1708050,22482.75,21863.75,2624125,5506765,130060.5,135882,0.006699535,130060.5,171319.5,1708050,22482.75,21863.75,2624125,5506765,130060.5,135882,0.006699535,135881.5,171319.5,1708050,22482.75,21863.75,2624125,5506765,130060.5,135882,0.006699535,0.00669947,171319.5,1708050,22482.75,21863.75,2624125,5506765,130060.5,135882,0.006699535,10776.03,171319.5,1708050,22482.75,21863.75,2624125,5506765,130060.5,135882,0.006699535,4534245,171319.5,1708050,22482.75,21863.75,2624125,5506765,130060.5,135882,0.006699535,1885200,171319.5,1708050,22482.75,21863.75,2624125,5506765,130060.5,135882,0.006699535,29772.95,171319.5,1708050,22482.75,21863.75,2624125,5506765,130060.5,135882,0.006699535,1887205,171319.5,1708050,22482.75,21863.75,2624125,5506765,130060.5,135882,0.006699535,44346.45,342639,3416100,44965.5,43727.5,5248250,11013530,260121,271764,0.01339907,6419445,342639,3416100,44965.5,43727.5,5248250,11013530,260121,271764,0.01339907,8130890,342639,3416100,44965.5,43727.5,5248250,11013530,260121,271764,0.01339907,0.57100473981364,100,100,100,100,100,100,100,100,100,1.0447560942792,1,1,1,1,1,1,1,1,1,0.789513202121785,1,1,1,1,1,1,1,1,1,0.65277979933849,4.16359637397623,41.5612255822781,0.112841985334344,0.109735195065273,13.1706074552928,27.6387139193238,0.65277979933849,0.681999894599743,3.36254517165228e-08
2035,20181600,4168000,4175300,4132275,20181600,20181600,20181600,20181550,20181550,20181500,125350.5,169570.5,1739280,22391,21903,2607140,5526030,125544.5,131100,0.006385945,1414500,169570.5,1739280,22391,21903,2607140,5526030,125544.5,131100,0.006385945,22331.85,169570.5,1739280,22391,21903,2607140,5526030,125544.5,131100,0.006385945,21902.95,169570.5,1739280,22391,21903,2607140,5526030,125544.5,131100,0.006385945,2607135,169570.5,1739280,22391,21903,2607140,5526030,125544.5,131100,0.006385945,5526025,169570.5,1739280,22391,21903,2607140,5526030,125544.5,131100,0.006385945,125544.5,169570.5,1739280,22391,21903,2607140,5526030,125544.5,131100,0.006385945,131100,169570.5,1739280,22391,21903,2607140,5526030,125544.5,131100,0.006385945,0.006385885,169570.5,1739280,22391,21903,2607140,5526030,125544.5,131100,0.006385945,10238.495,169570.5,1739280,22391,21903,2607140,5526030,125544.5,131100,0.006385945,4554350,169570.5,1739280,22391,21903,2607140,5526030,125544.5,131100,0.006385945,1875170,169570.5,1739280,22391,21903,2607140,5526030,125544.5,131100,0.006385945,28430.15,169570.5,1739280,22391,21903,2607140,5526030,125544.5,131100,0.006385945,1903445,169570.5,1739280,22391,21903,2607140,5526030,125544.5,131100,0.006385945,44234.8,339141,3478560,44782,43806,5214280,11052060,251089,262200,0.01277189,6429520,339141,3478560,44782,43806,5214280,11052060,251089,262200,0.01277189,8133160,339141,3478560,44782,43806,5214280,11052060,251089,262200,0.01277189,0.537892873185198,100,100,100,100,100,100,100,100,100,1.04425124159163,1,1,1,1,1,1,1,1,1,0.790531601493147,1,1,1,1,1,1,1,1,1,0.622074067467396,4.06839011516315,41.656407922784,0.5418564834141,0.108529551670829,12.9184009196496,27.3815257462243,0.622075608662367,0.649603226709544,3.1642568689146e-08
2036,20431000,4218760,4236075,4192760,20431000,20431000,20431000,20430950,20430950,20430900,120908.5,167630,1764925,22737.2,21924,2587180,5539265,121110,126419.5,0.00608665,1383110,167630,1764925,22737.2,21924,2587180,5539265,121110,126419.5,0.00608665,22168.35,167630,1764925,22737.2,21924,2587180,5539265,121110,126419.5,0.00608665,21924,167630,1764925,22737.2,21924,2587180,5539265,121110,126419.5,0.00608665,2587175,167630,1764925,22737.2,21924,2587180,5539265,121110,126419.5,0.00608665,5539260,167630,1764925,22737.2,21924,2587180,5539265,121110,126419.5,0.00608665,121109.5,167630,1764925,22737.2,21924,2587180,5539265,121110,126419.5,0.00608665,126419,167630,1764925,22737.2,21924,2587180,5539265,121110,126419.5,0.00608665,0.006086595,167630,1764925,22737.2,21924,2587180,5539265,121110,126419.5,0.00608665,9715.14,167630,1764925,22737.2,21924,2587180,5539265,121110,126419.5,0.00608665,4569365,167630,1764925,22737.2,21924,2587180,5539265,121110,126419.5,0.00608665,1862800,167630,1764925,22737.2,21924,2587180,5539265,121110,126419.5,0.00608665,27120.35,167630,1764925,22737.2,21924,2587180,5539265,121110,126419.5,0.00608665,1918865,167630,1764925,22737.2,21924,2587180,5539265,121110,126419.5,0.00608665,44092.35,335260,3529850,45474.4,43848,5174360,11078530,242220,252839,0.0121733,6432165,335260,3529850,45474.4,43848,5174360,11078530,242220,252839,0.0121733,8126435,335260,3529850,45474.4,43848,5174360,11078530,242220,252839,0.0121733,0.506296169871252,100,100,100,100,100,100,100,100,100,1.04384049145608,1,1,1,1,1,1,1,1,1,0.791511283853252,1,1,1,1,1,1,1,1,1,0.592773236748079,3.97344243332164,41.6641584485638,0.54229672101432,0.107307522881895,12.6630120894719,27.1120601047428,0.592777134690262,0.618764668309599,2.97913944074906e-08
2037,20669100,4264640,4289890,4261060,20669100,20669100,20669100,20669100,20669100,20669000,116594,165532.5,1782720,23202.9,21925.8,2564335,5546505,116772,121837.5,0.00580252,1351330,165532.5,1782720,23202.9,21925.8,2564335,5546505,116772,121837.5,0.00580252,21989.15,165532.5,1782720,23202.9,21925.8,2564335,5546505,116772,121837.5,0.00580252,21925.75,165532.5,1782720,23202.9,21925.8,2564335,5546505,116772,121837.5,0.00580252,2564335,165532.5,1782720,23202.9,21925.8,2564335,5546505,116772,121837.5,0.00580252,5546500,165532.5,1782720,23202.9,21925.8,2564335,5546505,116772,121837.5,0.00580252,116771.5,165532.5,1782720,23202.9,21925.8,2564335,5546505,116772,121837.5,0.00580252,121837.5,165532.5,1782720,23202.9,21925.8,2564335,5546505,116772,121837.5,0.00580252,0.005802465,165532.5,1782720,23202.9,21925.8,2564335,5546505,116772,121837.5,0.00580252,9206.145,165532.5,1782720,23202.9,21925.8,2564335,5546505,116772,121837.5,0.00580252,4579300,165532.5,1782720,23202.9,21925.8,2564335,5546505,116772,121837.5,0.00580252,1848195,165532.5,1782720,23202.9,21925.8,2564335,5546505,116772,121837.5,0.00580252,25830.85,165532.5,1782720,23202.9,21925.8,2564335,5546505,116772,121837.5,0.00580252,1932950,165532.5,1782720,23202.9,21925.8,2564335,5546505,116772,121837.5,0.00580252,43914.9,331065,3565440,46405.8,43851.6,5128670,11093010,233544,243675,0.01160504,6427495,331065,3565440,46405.8,43851.6,5128670,11093010,233544,243675,0.01160504,8110835,331065,3565440,46405.8,43851.6,5128670,11093010,233544,243675,0.01160504,0.476274347499935,100,100,100,100,100,100,100,100,100,1.04338387363355,1,1,1,1,1,1,1,1,1,0.792457866545183,1,1,1,1,1,1,1,1,1,0.564956867981673,3.88151168680123,41.5563103016627,0.544533519828399,0.106080090569981,12.4066118021588,26.8347678418509,0.564959287051686,0.589466885350596,2.8073540084184e-08
2038,20895950,4305295,4336730,4321900,20895950,20895950,20895950,20895900,20895900,20895850,112417.5,163314.5,1792265,23824.4,21908.25,2538750,5547840,112551.5,117367,0.005533585,1319135,163314.5,1792265,23824.4,21908.25,2538750,5547840,112551.5,117367,0.005533585,21792.95,163314.5,1792265,23824.4,21908.25,2538750,5547840,112551.5,117367,0.005533585,21908.25,163314.5,1792265,23824.4,21908.25,2538750,5547840,112551.5,117367,0.005533585,2538750,163314.5,1792265,23824.4,21908.25,2538750,5547840,112551.5,117367,0.005533585,5547840,163314.5,1792265,23824.4,21908.25,2538750,5547840,112551.5,117367,0.005533585,112551,163314.5,1792265,23824.4,21908.25,2538750,5547840,112551.5,117367,0.005533585,117367,163314.5,1792265,23824.4,21908.25,2538750,5547840,112551.5,117367,0.005533585,0.005533535,163314.5,1792265,23824.4,21908.25,2538750,5547840,112551.5,117367,0.005533585,8712.335,163314.5,1792265,23824.4,21908.25,2538750,5547840,112551.5,117367,0.005533585,4584195,163314.5,1792265,23824.4,21908.25,2538750,5547840,112551.5,117367,0.005533585,1831460,163314.5,1792265,23824.4,21908.25,2538750,5547840,112551.5,117367,0.005533585,24555.6,163314.5,1792265,23824.4,21908.25,2538750,5547840,112551.5,117367,0.005533585,1945530,163314.5,1792265,23824.4,21908.25,2538750,5547840,112551.5,117367,0.005533585,43701.2,326629,3584530,47648.8,43816.5,5077500,11095680,225103,234734,0.01106717,6415655,326629,3584530,47648.8,43816.5,5077500,11095680,225103,234734,0.01106717,8086590,326629,3584530,47648.8,43816.5,5077500,11095680,225103,234734,0.01106717,0.447812935292697,100,100,100,100,100,100,100,100,100,1.04278949098631,1,1,1,1,1,1,1,1,1,0.793369640355205,1,1,1,1,1,1,1,1,1,0.538625905976996,3.79334052602667,41.327567083955,0.551248293574585,0.104844479432617,12.1494835123553,26.5498338194722,0.538629587622452,0.561674778305792,2.64817415898372e-08
